,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
243,517760.SH,消费TOPETF,浦银安盛基金,兴业银行,股票型,20220401,,20220419,20211227,,2.5105,0.5,0.1,,1.0,0.1,,中证沪港深消费龙头指数收益率,L,被动指数型,契约型开放式,,20220419,20220419,E
244,560880.SH,家电ETF龙头,广发基金,中国银行,股票型,20220330,,20220412,20220321,,6.8273,0.5,0.1,,1.0,0.1,,中证全指家用电器指数同期收益率,L,被动指数型,契约型开放式,,20220412,20220412,E
245,161133.SZ,优势回报FOF-LOF,易方达基金,平安银行,混合型,20220323,,20220622,20220307,,5.9123,1.0,0.15,,1.0,0.0001,,中证800指数收益率*75%+中债新综合指数(财富)收益率*25%,L,混合型,契约型开放式,,20230323,20230323,E
246,159831.SZ,上海金ETF基金,嘉实基金,交通银行,商品型,20220323,,20220407,20211228,,3.7116,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20220407,20220407,E
247,159833.SZ,上海金基金ETF,大成基金,浦发银行,商品型,20220318,20230529,20220329,20211229,20230606,2.1242,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,D,黄金现货合约,契约型开放式,,20220329,20220329,E
248,517900.SH,银行ETF优选,招商基金,交通银行,股票型,20220315,,20220325,20211210,,2.8299,0.5,0.1,,1.0,0.1,,中证银行AH价格优选指数(人民币)收益率,L,被动指数型,契约型开放式,,20220325,20220325,E
249,513070.SH,港股消费50ETF,易方达基金,招商银行,股票型,20220314,,20220324,20211210,,2.0076,0.15,0.05,,1.0,0.1,,中证港股通消费主题指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220324,20220324,E
250,562520.SH,中证1000成长ETF,华夏基金,中国农业银行,股票型,20220308,,20220322,20220221,,3.1257,0.5,0.1,,1.0,0.1,,中证智选1000成长创新策略指数收益率,L,被动指数型,契约型开放式,,20220322,20220322,E
251,517780.SH,红300ETF,浦银安盛基金,海通证券,股票型,20220308,20230131,20220318,20211221,,2.4345,0.5,0.1,,1.0,0.1,,中华交易服务沪深港300指数收益率,L,被动指数型,契约型开放式,,20220318,20220318,E
252,159776.SZ,港股通医药ETF,银华基金,招商银行,股票型,20220307,,20220325,20211203,,2.3497,0.5,0.1,,1.0,0.1,,中证港股通医药卫生综合指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220325,20220325,E
253,159787.SZ,建材ETF易方达,易方达基金,中国建设银行,股票型,20220304,,20220315,20211202,,2.4052,0.15,0.05,,1.0,0.1,,中证全指建筑材料指数收益率,L,被动指数型,契约型开放式,,20220315,20220315,E
254,513320.SH,恒生新经济ETF,易方达基金,招商银行,股票型,20220303,,20220321,20220211,,2.2601,0.5,0.1,,1.0,0.1,,恒生港股通新经济指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220321,20220321,E
255,517500.SH,游戏沪港深ETF,国泰基金,中信建投证券,股票型,20220303,,20220315,20211203,,3.2811,0.5,0.1,,1.0,0.1,,中证沪港深动漫游戏指数收益率,L,被动指数型,契约型开放式,,20220315,20220315,E
256,159834.SZ,金ETF,南方基金,中国工商银行,商品型,20220303,,20220316,20211220,,4.6517,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20220316,20220316,E
257,159796.SZ,电池50ETF,汇添富基金,中国银行,股票型,20220303,,20220314,20220118,,3.7947,0.15,0.05,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20220314,20220314,E
258,513960.SH,港股通消费ETF,博时基金,平安银行,股票型,20220303,,20220318,20211201,,2.1493,0.5,0.1,,1.0,0.1,,中证港股通消费主题指数(人民币)收益率,L,被动指数型,契约型开放式,,20220318,20220318,E
259,560600.SH,医药创新ETF,方正富邦基金,平安银行,股票型,20220303,,20220315,20220110,,2.3271,0.5,0.1,,1.0,0.1,,中证医药及医疗器械创新指数收益率,L,被动指数型,契约型开放式,,20220315,20220315,E
260,159832.SZ,平安金ETF,平安基金,平安银行,商品型,20220302,20230322,20220318,20211125,20230330,2.3613,0.5,0.1,,1.0,0.1,,上海金集中定价合约的午盘基准价格收益率,D,黄金现货合约,契约型开放式,,20220318,20220318,E
261,159791.SZ,300ESGETF,华夏基金,中国建设银行,股票型,20220224,,20220308,20220119,,2.9108,0.5,0.1,,1.0,0.1,,沪深300ESG基准指数收益率,L,被动指数型,契约型开放式,,20220308,20220308,E
262,159788.SZ,港股通100ETF,易方达基金,招商银行,股票型,20220222,,20220302,20211202,,2.5442,0.15,0.05,,1.0,0.1,,中证港股通中国100指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220302,20220302,E
263,159769.SZ,消费电子龙头ETF,银华基金,招商银行,股票型,20220218,,20220303,20211116,,2.7445,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20220303,20220303,E
264,513770.SH,港股互联网ETF,华宝基金,中国工商银行,股票型,20220209,,20220218,20220117,,6.0657,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率,L,被动指数型,契约型开放式,,20220218,20220218,E
265,159619.SZ,基建ETF,国泰基金,中信建投证券,股票型,20220209,,20220218,20220125,,3.5898,0.5,0.1,,1.0,0.1,,中证基建指数收益率,L,被动指数型,契约型开放式,,20220218,20220218,E
266,159768.SZ,房地产ETF,银华基金,中国建设银行,股票型,20220127,,20220216,20211116,,2.5995,0.5,0.1,,1.0,0.1,,中证内地地产主题指数收益率,L,被动指数型,契约型开放式,,20220216,20220216,E
267,159795.SZ,智能车ETF基金,汇添富基金,平安银行,股票型,20220127,,20220214,20211227,,3.2617,0.15,0.05,,1.0,0.1,,中证智能汽车主题指数收益率,L,被动指数型,契约型开放式,,20220214,20220214,E
268,159750.SZ,香港科技50ETF,招商基金,中国银行,股票型,20220126,,20220214,20211105,,2.2362,0.5,0.15,,1.0,0.1,,中证香港科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20220214,20220214,E
269,560100.SH,中证500增强ETF,南方基金,中国工商银行,股票型,20220126,,20220216,20220107,,7.4658,0.5,0.05,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20220216,20220216,E
270,561120.SH,家电ETF,富国基金,交通银行,股票型,20220125,,20220215,20211111,,3.2666,0.5,0.1,,1.0,0.1,,中证全指家用电器指数收益率,L,被动指数型,契约型开放式,,20220215,20220215,E
271,513150.SH,港股通科技50ETF,华泰柏瑞基金,中国银行,股票型,20220125,,20220211,20211105,,2.5456,0.5,0.1,,1.0,0.1,,中证港股通科技指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220211,20220211,E
272,159778.SZ,工业互联ETF,鹏华基金,中信证券,股票型,20220125,,20220217,20211201,,2.9151,0.5,0.1,,1.0,0.1,,中证工业互联网主题指数收益率,L,被动指数型,契约型开放式,,20220217,20220217,E
273,561100.SH,消费电子龙头ETF,富国基金,交通银行,股票型,20220120,,20220208,20211021,,3.0675,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20220208,20220208,E
274,517550.SH,消费ETF沪港深,招商基金,国信证券,股票型,20220120,,20220208,20220104,,2.2142,0.5,0.1,,1.0,0.1,,中证沪港深消费龙头指数(人民币)收益率,L,被动指数型,契约型开放式,,20220208,20220208,E
275,159613.SZ,信息安全ETF,嘉实基金,中国建设银行,股票型,20220119,,20220127,20220110,,4.3959,0.5,0.1,,1.0,0.1,,中证信息安全主题指数收益率,L,被动指数型,契约型开放式,,20220127,20220127,E
276,513200.SH,港股通医药ETF,易方达基金,中国光大银行,股票型,20220119,,20220211,20211021,,2.3428,0.15,0.05,,1.0,0.1,,中证港股通医药卫生综合指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20220211,20220211,E
277,513020.SH,港股科技ETF,国泰基金,招商银行,股票型,20220119,,20220208,20211105,,2.0215,0.5,0.1,,1.0,0.1,,中证港股通科技指数(经估值汇率调整)收益率,L,被动指数型,契约型开放式,,20220208,20220208,E
278,159738.SZ,云计算ETF沪港深,华泰柏瑞基金,中国建设银行,股票型,20220118,,20220128,20211022,,3.1699,0.5,0.1,,1.0,0.1,,中证沪港深云计算产业指数收益率,L,被动指数型,契约型开放式,,20220128,20220128,E
279,513160.SH,港股科技30ETF,银华基金,招商银行,股票型,20220117,,20220209,20211105,,2.5819,0.5,0.1,,1.0,0.1,,恒生港股通中国科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220209,20220209,E
280,513230.SH,港股消费ETF,华夏基金,交通银行,股票型,20220112,,20220124,20211130,,2.6442,0.5,0.1,,1.0,0.1,,经估值汇率调整后的中证港股通消费主题指数收益率,L,被动指数型,契约型开放式,,20220124,20220124,E
281,562950.SH,消费电子50ETF,易方达基金,浦发银行,股票型,20220112,,20220120,20211130,,2.5526,0.15,0.05,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20220120,20220120,E
282,159775.SZ,新能源车电池ETF,建信基金,中信证券,股票型,20220107,,20220124,20211201,,2.1265,0.5,0.1,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20220124,20220124,E
283,516530.SH,物流快递ETF,银华基金,招商银行,股票型,20220104,,20220117,20210930,,2.693,0.5,0.1,,1.0,0.1,,中证现代物流指数收益率,L,被动指数型,契约型开放式,,20220117,20220117,E
284,160326.SZ,优选配置FOF-LOF,华夏基金,中国工商银行,股票型,20211230,,20220114,20211208,,5.1048,0.8,0.2,,1.0,0.0001,,沪深300指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+中债综合(全价)指数收益率*5%,L,股票型,契约型开放式,,20221230,20221230,E
285,517270.SH,沪港深科技TOPETF,浦银安盛基金,光大证券,股票型,20211230,,20220112,20210930,,2.4059,0.5,0.1,,1.0,0.1,,中证沪港深科技龙头指数收益率,L,被动指数型,契约型开放式,,20220112,20220112,E
286,159611.SZ,电力ETF,广发基金,中国建设银行,股票型,20211229,,20220107,20211220,,12.3276,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20220107,20220107,E
287,159728.SZ,在线消费ETF,南方基金,中国工商银行,股票型,20211229,,20220111,20211008,,2.2641,0.5,0.1,,1.0,0.1,,国证在线消费指数收益率,L,被动指数型,契约型开放式,,20220111,20220111,E
288,562910.SH,高端制造ETF,易方达基金,中信银行,股票型,20211229,,20220110,20211022,,2.5023,0.15,0.05,,1.0,0.1,,中证装备产业指数收益率,L,被动指数型,契约型开放式,,20220110,20220110,E
289,516810.SH,农业50ETF,华夏基金,中国农业银行,股票型,20211229,,20220111,20210924,,3.8048,0.5,0.1,,1.0,0.1,,中证农业主题指数收益率,L,被动指数型,契约型开放式,,20220111,20220111,E
290,159743.SZ,湖北ETF,博时基金,交通银行,股票型,20211229,,20220111,20210930,,2.2694,0.5,0.1,,1.0,0.1,,中证湖北新旧动能转换指数收益率,L,被动指数型,契约型开放式,,20220111,20220111,E
291,560800.SH,数字经济ETF,鹏扬基金,招商银行,股票型,20211222,,20220107,20211206,,4.5795,0.5,0.1,,1.0,0.1,,中证数字经济主题指数收益率,L,被动指数型,契约型开放式,,20220107,20220107,E
292,562510.SH,旅游ETF,华夏基金,中国银行,股票型,20211221,,20211230,20211116,,2.211,0.5,0.1,,1.0,0.1,,中证旅游主题指数收益率,L,被动指数型,契约型开放式,,20211230,20211230,E
293,562300.SH,碳中和ETF基金,银华基金,招商银行,股票型,20211220,,20220105,20211110,,4.195,0.5,0.1,,1.0,0.1,,中证内地低碳经济主题指数收益率,L,被动指数型,契约型开放式,,20220105,20220105,E
294,159758.SZ,红利50ETF,华夏基金,中信银行,股票型,20211220,,20211228,20211111,,2.5829,0.5,0.1,,1.0,0.1,,中证红利质量指数收益率,L,被动指数型,契约型开放式,,20211228,20211228,E
295,517090.SH,央企共赢ETF,国泰基金,中国农业银行,股票型,20211217,,20211228,20210914,,3.1607,0.25,0.05,,1.0,0.1,,富时中国国企开放共赢指数收益率,L,被动指数型,契约型开放式,,20211228,20211228,E
296,159606.SZ,中证500成长ETF,易方达基金,国信证券,股票型,20211217,,20211229,20211202,,9.6522,0.5,0.1,,1.0,0.1,,中证500质量成长指数收益率,L,被动指数型,契约型开放式,,20211229,20211229,E
297,159719.SZ,国企共赢ETF,平安基金,平安银行,股票型,20211217,,20211228,20210914,,2.122,0.25,0.05,,1.0,0.1,,富时中国国企开放共赢指数收益率,L,被动指数型,契约型开放式,,20211228,20211228,E
298,562500.SH,机器人ETF,华夏基金,兴业银行,股票型,20211217,,20211229,20211111,,3.3719,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20211229,20211229,E
299,513890.SH,恒生科技HKETF,摩根基金,中国工商银行,股票型,20211217,,20220121,20211110,,2.5213,0.5,0.15,,1.0,0.1,,恒生科技指数(HSTECH)收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220121,20220121,E
300,517180.SH,中国国企ETF,南方基金,中国工商银行,股票型,20211217,,20211228,20210914,,2.685,0.25,0.05,,1.0,0.1,,富时中国国企开放共赢指数收益率,L,被动指数型,契约型开放式,,20211228,20211228,E
301,501216.SH,富国行业精选FOF,富国基金,中国农业银行,股票型,20211216,,20220118,20211103,,3.0337,0.5,0.1,,1.0,0.001,,中证800指数收益率*75%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,L,股票型,契约型开放式,,20221216,20221216,E
302,159711.SZ,港股通ETF,华夏基金,中国建设银行,股票型,20211216,,20211228,20210924,,3.1647,0.5,0.1,,1.0,0.1,,中证港股通50指数收益率(估值汇率调整),L,被动指数型,契约型开放式,,20211228,20211228,E
303,159718.SZ,港股医药ETF,平安基金,中信建投证券,股票型,20211216,,20211228,20210930,,2.6983,0.5,0.1,,1.0,0.1,,中证港股通医药卫生综合指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20211228,20211228,E
304,159701.SZ,物联网ETF招商,招商基金,浙商银行,股票型,20211215,,20211223,20210910,,2.0671,0.5,0.1,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
305,501219.SH,智胜先锋LOF,华夏基金,华夏银行,股票型,20211215,,20220209,20211122,,2.6605,1.0,0.2,,1.0,0.0001,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20220209,20220209,E
306,159608.SZ,稀有金属ETF,广发基金,光大证券,股票型,20211215,,20211223,20211206,,5.6081,0.5,0.1,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
307,516350.SH,半导体芯片ETF,易方达基金,中国银行,股票型,20211215,,20211223,20210930,,3.1142,0.15,0.05,,1.0,0.1,,中证芯片产业指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
308,159730.SZ,龙头家电ETF,博时基金,平安银行,股票型,20211213,,20211224,20211012,,2.2357,0.5,0.1,,1.0,0.1,,国证龙头家电指数收益率,L,被动指数型,契约型开放式,,20211224,20211224,E
309,159610.SZ,500ETF增强,景顺长城基金,中国工商银行,股票型,20211213,,20220110,20211122,,14.9957,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20220110,20220110,E
310,159751.SZ,港股科技ETF,鹏华基金,中信证券,股票型,20211210,,20211228,20211105,,2.3563,0.6,0.15,,1.0,0.1,,中证港股通科技指数收益率,L,被动指数型,契约型开放式,,20211228,20211228,E
311,588150.SH,科创50ETF南方,南方基金,中国工商银行,股票型,20211210,,20211220,20211021,,2.8543,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
312,517390.SH,云计算沪港深ETF,天弘基金,国泰君安,股票型,20211210,,20211223,20211022,,2.5211,0.5,0.1,,1.0,0.1,,中证沪港深云计算产业指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
313,159706.SZ,深证100ETF华安,华安基金,中国银行,股票型,20211209,,20211220,20210906,,2.9539,0.15,0.05,,1.0,0.1,,深证100指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
314,516690.SH,化工产业ETF,银华基金,中国工商银行,股票型,20211207,,20211221,20210903,,2.6924,0.5,0.1,,1.0,0.1,,中证细分化工产业主题指数收益率,L,被动指数型,契约型开放式,,20211221,20211221,E
315,501211.SH,民生加银优享FOF,民生加银基金,北京银行,混合型,20211207,,20211222,20211115,,18.8687,1.0,0.15,,1.0,0.0001,,中债综合指数收益率*65%+沪深300指数收益率*25%+恒生综合指数收益率(经汇率估值调整)*5%+1年期定期存款收益率(税后)*5%,L,混合型,契约型开放式,,20220607,20220607,E
316,159760.SZ,泰康公卫健康ETF,泰康基金,招商银行,股票型,20211206,,20211220,20211108,,3.3236,0.5,0.1,,1.0,0.1,,国证公共卫生与健康指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
317,508099.SH,建信中关村REIT,建信基金,交通银行,REITs,20211203,,20211217,20211129,,9.0,0.24,0.02,45.0,1.0,0.001,,,L,,契约型封闭式,,,,E
318,180202.SZ,华夏越秀高速REIT,华夏基金,中信银行,REITs,20211203,,20211214,20211129,,3.0,0.45,0.03,50.0,1.0,,,,L,,契约型封闭式,,,,E
319,561550.SH,500增强ETF,华泰柏瑞基金,中国银行,股票型,20211202,,20211210,20211122,,13.9499,0.7,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20211210,20211210,E
320,562900.SH,现代农业ETF,易方达基金,中国建设银行,股票型,20211202,,20211213,20211022,,2.5471,0.15,0.05,,1.0,0.1,,中证现代农业主题指数收益率,L,被动指数型,契约型开放式,,20211213,20211213,E
321,561990.SH,沪深300增强ETF,招商基金,中国民生银行,股票型,20211202,,20211210,20211122,,9.9315,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,增强指数型,契约型开放式,,20211210,20211210,E
322,159731.SZ,石化ETF,华夏基金,招商银行,股票型,20211202,,20211210,20211011,,2.2938,0.5,0.1,,1.0,0.1,,中证石化产业指数收益率,L,被动指数型,契约型开放式,,20211210,20211210,E
323,561300.SH,300增强ETF,国泰基金,中国建设银行,股票型,20211201,,20211210,20211122,,18.9346,1.0,0.1,,1.0,0.1,,沪深300指数收益率,L,增强指数型,契约型开放式,,20211210,20211210,E
324,517160.SH,长江保护主题ETF,南方基金,中国农业银行,股票型,20211126,,20220105,20210922,,23.7078,0.15,0.05,,1.0,0.1,,中证长江保护主题指数收益率,L,被动指数型,契约型开放式,,20220105,20220105,E
325,517330.SH,长江保护ETF,易方达基金,中信证券,股票型,20211126,,20220105,20210922,,23.2217,0.15,0.05,,1.0,0.1,,中证长江保护主题指数收益率,L,被动指数型,契约型开放式,,20220105,20220105,E
326,517770.SH,游戏传媒ETF,浦银安盛基金,申万宏源,股票型,20211125,,20211203,20211026,,3.3795,0.5,0.1,,1.0,0.1,,中证沪港深游戏及文化传媒指数收益率,L,被动指数型,契约型开放式,,20211203,20211203,E
327,159789.SZ,饮料ETF,建信基金,中金公司,股票型,20211125,20231017,20211220,20211108,20231025,2.5888,0.5,0.1,,1.0,0.1,,中证饮料主题指数收益率,D,被动指数型,契约型开放式,,20211220,20211220,E
328,159761.SZ,新材料50ETF,国泰基金,杭州银行,股票型,20211124,,20211213,20211115,,4.3473,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20211213,20211213,E
329,159607.SZ,中概互联网ETF,嘉实基金,中国农业银行,股票型,20211124,,20211202,20211115,,4.9983,0.5,0.1,,1.0,0.1,,中证海外中国互联网30指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20211202,20211202,E
330,159748.SZ,沪港深创新药ETF,富国基金,招商银行,股票型,20211124,,20211203,20211105,,3.0169,0.5,0.1,,1.0,0.1,,中证沪港深创新药产业指数收益率,L,被动指数型,契约型开放式,,20211203,20211203,E
331,159605.SZ,中概互联ETF,广发基金,中国建设银行,股票型,20211124,,20211202,20211115,,22.5949,0.5,0.1,,1.0,0.1,,人民币计价的中证海外中国互联网30指数收益率,L,被动指数型,契约型开放式,,20211202,20211202,E
332,501218.SH,工银睿智进取FOF,工银瑞信基金,中国农业银行,股票型,20211124,,20211217,20211101,,3.0834,0.5,0.1,,1.0,0.0001,,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,L,股票型,契约型开放式,,20221124,20221124,E
333,517960.SH,科技AHETF,摩根基金,中国银行,股票型,20211122,,20211223,20211012,,2.0218,0.3,0.1,,1.0,0.1,,中证沪港深科技100指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
334,588310.SH,双创ETF基金,方正富邦基金,交通银行,股票型,20211122,,20211202,20211108,,2.5064,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20211202,20211202,E
335,159779.SZ,消费电子ETF基金,招商基金,中信建投证券,股票型,20211118,,20211126,20211011,,3.5487,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20211126,20211126,E
336,517880.SH,品牌消费ETF,华泰柏瑞基金,中国民生银行,股票型,20211117,,20211201,20211021,,2.8934,0.5,0.1,,1.0,0.1,,中证沪港深品牌消费50指数收益率,L,被动指数型,契约型开放式,,20211201,20211201,E
337,517280.SH,网购ETF,天弘基金,中信证券,股票型,20211116,,20211203,20211011,,2.3055,0.5,0.1,,1.0,0.1,,中证沪港深线上消费主题指数收益率,L,被动指数型,契约型开放式,,20211203,20211203,E
338,159896.SZ,物联网龙头ETF,南方基金,中国工商银行,股票型,20211115,,20211124,20210909,,3.3706,0.5,0.1,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20211124,20211124,E
339,501215.SH,积极配置FOF,兴证全球基金,浦发银行,混合型,20211112,,20211119,20211108,,40.2249,1.1,0.15,,1.0,0.0001,,中证偏股型基金指数收益率*85%+中债综合(全价)指数收益率*15%,L,混合型,契约型开放式,,,,E
340,159726.SZ,恒生红利ETF,华夏基金,中国银行,股票型,20211111,,20211123,20210906,,2.1341,0.5,0.1,,1.0,0.1,,恒生中国内地企业高股息率指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20211123,20211123,E
341,501213.SH,中欧汇选FOF,中欧基金,招商银行,混合型,20211110,,20211119,20211101,,8.9788,1.0,0.2,,1.0,0.0001,,中证偏股型基金指数收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,20221110,20221110,E
342,501210.SH,交银智选星光FOF,交银施罗德基金,中国光大银行,混合型,20211110,,20211119,20211025,,29.0422,1.0,0.2,,1.0,0.0001,,中证偏股型基金指数收益率*90%+中债综合全价指数收益率*10%,L,混合型,契约型开放式,,20221110,20221110,E
343,561310.SH,消电ETF,国泰基金,中国光大银行,股票型,20211110,,20211125,20211021,,3.5792,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20211125,20211125,E
344,159793.SZ,线上消费ETF平安,平安基金,中国农业银行,股票型,20211109,,20211124,20211011,,2.5976,0.5,0.1,,1.0,0.1,,中证沪港深线上消费主题指数收益率,L,被动指数型,契约型开放式,,20211124,20211124,E
345,159707.SZ,地产ETF,华宝基金,中国银行,股票型,20211104,,20211112,20210922,,2.3955,0.5,0.1,,1.0,0.1,,中证800地产指数收益率,L,被动指数型,契约型开放式,,20211112,20211112,E
346,516730.SH,证券公司ETF,浦银安盛基金,招商银行,股票型,20211104,,20211112,20210930,,3.4338,0.5,0.1,,1.0,0.1,,中证证券公司30指数收益率,L,被动指数型,契约型开放式,,20211112,20211112,E
347,159739.SZ,大数据ETF,鹏华基金,中信证券,股票型,20211103,,20211117,20211011,,2.7258,0.5,0.1,,1.0,0.1,,中证云计算与大数据主题指数收益率,L,被动指数型,契约型开放式,,20211117,20211117,E
348,501212.SH,广发优选配置FOF,广发基金,中国建设银行,混合型,20211102,,20211119,20211018,,9.8493,1.0,0.2,,1.0,0.0001,,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,,,E
349,159601.SZ,A50ETF,华夏基金,招商银行,股票型,20211101,,20211108,20211022,,67.6759,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
350,563000.SH,中国A50ETF,易方达基金,中国工商银行,股票型,20211029,,20211108,20211022,,79.9995,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
351,159602.SZ,中国A50ETF,南方基金,招商银行,股票型,20211029,,20211108,20211022,,38.9654,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通指数(人民币)收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
352,560050.SH,MSCI中国A50ETF,汇添富基金,交通银行,股票型,20211029,,20211108,20211022,,79.9993,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
353,516750.SH,建材ETF,富国基金,浦发银行,股票型,20211028,,20211105,20211008,,2.6167,0.5,0.1,,1.0,0.1,,中证全指建筑材料指数收益率,L,被动指数型,契约型开放式,,20211105,20211105,E
354,159712.SZ,港股通50ETF,国泰基金,中信建投证券,股票型,20211027,,20211111,20210924,,2.0378,0.5,0.1,,1.0,0.1,,中证港股通50指数收益率,L,被动指数型,契约型开放式,,20211111,20211111,E
355,159770.SZ,机器人ETF,天弘基金,国泰君安,股票型,20211026,,20211108,20211011,,3.2009,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
356,159862.SZ,食品ETF,银华基金,招商银行,股票型,20211026,,20211108,20210722,,3.24,0.5,0.1,,1.0,0.1,,中证细分食品饮料产业主题指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
357,159877.SZ,医疗产业ETF,南方基金,中国工商银行,股票型,20211022,,20211103,20210802,,4.5179,0.5,0.1,,1.0,0.1,,中证全指医疗保健设备与服务指数收益率,L,被动指数型,契约型开放式,,20211103,20211103,E
358,516620.SH,影视ETF,国泰基金,中信建投证券,股票型,20211020,,20211105,20210924,,2.8227,0.5,0.1,,1.0,0.1,,中证影视主题指数收益率,L,被动指数型,契约型开放式,,20211105,20211105,E
359,159895.SZ,物联网50ETF,易方达基金,招商银行,股票型,20211013,,20211021,20210910,,2.8524,0.15,0.05,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20211021,20211021,E
360,517660.SH,物联网沪港深ETF,天弘基金,中信建投证券,股票型,20211012,,20211025,20210922,,2.2708,0.5,0.1,,1.0,0.1,,中证沪港深物联网主题指数收益率,L,被动指数型,契约型开放式,,20211025,20211025,E
361,588280.SH,科创50ETF指数基金,华安基金,光大证券,股票型,20211012,,20211029,20210922,,8.6012,0.15,0.05,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20211029,20211029,E
362,159853.SZ,科技100ETF,南方基金,中国农业银行,股票型,20210929,,20211015,20210628,,3.0225,0.15,0.05,,1.0,0.1,,中证科技100指数收益率,L,被动指数型,契约型开放式,,20211015,20211015,E
363,159892.SZ,恒生医药ETF,华夏基金,中国农业银行,股票型,20210929,,20211019,20210819,,2.3927,0.5,0.15,,1.0,0.1,,恒生香港上市生物科技指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20211019,20211019,E
